Lemma,Unique Topics Count,POS Tags
antifreeze,1,NOUN
advise,1,VERB
estimate,1,VERB
buy,1,VERB
Jeremy,1,PROPN
tank,1,NOUN
tanks?you,1,NOUN
Brian,1,PROPN
diameter,3,NOUN
edge,1,VERB
lawn,1,ADJ
edging,1,NOUN
Lawn,1,PROPN
rollor3,1,NOUN
needs?You,1,PROPN
rice,3,NOUN
calorie,1,NOUN
Delhi,1,PROPN
Kanpur,1,PROPN
Big,1,PROPN
Wheel,1,PROPN
model,1,VERB
wheel,1,NOUN
direction,4,NOUN
Sunita,1,PROPN
m2.write,1,NOUN
shape,3,"NOUN, VERB"
s.give,1,ADJ
cmangle,2,NOUN
city,1,NOUN
depart,1,VERB
arrive,1,VERB
company,1,NOUN
furniture,1,NOUN
Pooles,1,PROPN
Jardins,1,PROPN
Outways,1,PROPN
exchange,1,NOUN
rate,2,NOUN
price?You,2,NOUN
path,4,NOUN
PQR,2,PROPN
organic,1,ADJ
pr,1,NOUN
rpq,1,NOUN
recent,1,ADJ
harvest,1,VERB
Irfan,1,PROPN
patio,3,NOUN
shade,2,VERB
tan,2,NOUN
oil,1,NOUN
flow,3,VERB
Leah,1,PROPN
sine,1,NOUN
.here,1,ADJ
turbine,1,NOUN
turbine,1,NOUN
west,1,NOUN
length,4,"ADJ, NOUN"
ad,7,NOUN
CF,2,PROPN
af,1,NOUN
DAB,2,PROPN
statement,5,NOUN
multiply,4,VERB
airport,1,NOUN
hotel,4,NOUN
build,1,VERB
close,1,"ADJ, ADV"
.will,1,PROPN
be,1,VERB
Yuen,2,PROPN
.Yuen,1,PROPN
garden?show,1,NOUN
cm=,2,PROPN
enlargement,4,NOUN
t,3,NOUN
U.,1,PROPN
turn,2,NOUN
Adele,1,PROPN
change,6,"NOUN, VERB"
receive,4,VERB
€,1,NOUN
front,2,ADJ
arrow,3,NOUN
group,3,NOUN
Group,1,PROPN
c.give,1,NOUN
C.Find,1,PROPN
EDC,1,PROPN
EA,1,PROPN
DB,1,PROPN
EC,1,PROPN
DC,1,PROPN
AE,3,PROPN
hold,2,VERB
cover,2,VERB
ABC.CD,2,PROPN
AB.A,2,PROPN
angle,2,NOUN
Insert,2,PROPN
DCE,2,PROPN
mathematical,1,ADJ
name,4,NOUN
ABP,1,PROPN
QDC,1,PROPN
ADP,1,PROPN
CBQ,1,PROPN
vector,4,NOUN
call,1,VERB
pentagon,2,NOUN
cm2the,1,NOUN
vase,1,NOUN
Vase,1,PROPN
vase,1,NOUN
vase,1,NOUN
cm3calculate,1,ADJ
vector,1,NOUN
view,2,NOUN
step,2,NOUN
strut,2,NOUN
symmetrical,2,ADJ
interior,2,ADJ
column,1,NOUN
major,1,ADJ
proof,2,NOUN
Shape,2,PROPN
T,4,PROPN
bisect,2,NOUN
polygon,1,NOUN
q.,2,NOUN
pancake,1,NOUN
Pancakes,1,PROPN
Ingredients,1,PROPN
milk120,1,PROPN
flour2,1,PROPN
Matthew,2,PROPN
translate,1,"NOUN, VERB"
PTS,1,PROPN
PTQ,1,PROPN
PSR,1,PROPN
qt,1,NOUN
cmt,1,NOUN
QRST,1,PROPN
Reece,1,PROPN
mint,1,NOUN
sherbert,1,NOUN
toffee,1,NOUN
Enlarge,1,PROPN
−1.5,1,PROPN
reflect,1,VERB
translate,2,VERB
birthday,4,NOUN
day?Show,2,VERB
Rectangle,1,PROPN
enlarge,1,VERB
image,2,NOUN
tangent,5,NOUN
determine,2,VERB
BX,1,PROPN
CX,1,PROPN
DX,1,PROPN
boundary,1,NOUN
inner,1,ADJ
link,1,VERB
t.,1,PROPN
DFG,1,PROPN
question,2,NOUN
trapezium,1,NOUN
ABGive,1,PROPN
Suha,1,PROPN
wallpaper,1,"NOUN, PROPN"
remover,1,"NOUN, PROPN"
mix,2,"NOUN, VERB"
Wallpaper,1,PROPN
remover600,1,PROPN
Mix,1,PROPN
removerwith,1,NOUN
millilitre,1,NOUN
mathematically,1,ADV
wooden,1,ADJ
workshop,1,NOUN
locus,1,NOUN
invariant,1,ADJ
decagon,1,NOUN
Rana,2,PROPN
medium,4,"ADJ, NOUN"
parallelangle,1,ADJ
.Here,1,PROPN
PT,1,PROPN
x.y,1,PROPN
BAE,1,PROPN
BAC,2,PROPN
comment,3,"NOUN, VERB"
affect,1,VERB
cylinder,2,NOUN
BHF,1,PROPN
kite,3,NOUN
CEF,1,PROPN
AFCE,1,PROPN
Dave,1,PROPN
Donald,1,PROPN
swim,2,"NOUN, VERB"
suggest,2,VERB
circle?tick,1,NOUN
ABD,2,PROPN
CDB,2,PROPN
very,1,ADV
tall,2,ADJ
building,4,NOUN
.angle,1,NOUN
800her,2,NOUN
crisp,1,NOUN
rotate,1,VERB
coffee,1,NOUN
sachet,1,NOUN
hexagon,2,NOUN
vector,1,NOUN
.simplify,1,VERB
O.CA,2,PROPN
CB,2,PROPN
OAC,2,PROPN
OBC,2,PROPN
vector,1,NOUN
d,3,"NOUN, PROPN"
e,1,"NOUN, PROPN"
isometric,2,ADJ
simplified,2,ADJ
Maria,1,PROPN
newspaper,1,NOUN
cent,1,NOUN
Bottle,1,PROPN
letter,3,NOUN
envelope,2,NOUN
work,1,VERB
able,3,ADJ
Roy,1,PROPN
enlarge,1,VERB
.When,1,PROPN
accurate,4,ADJ
m=,1,PROPN
Vector,1,PROPN
identical,1,ADJ
boot,1,NOUN
Geneva,1,PROPN
swiss,1,ADJ
franc,2,NOUN
francs£1,1,NOUN
paris?you,1,NOUN
2b,1,NOUN
7cm,1,NOUN
y.y,1,PROPN
z.,2,"NOUN, PROPN"
z,2,NOUN
midpoint,1,NOUN
OX,1,PROPN
XY,1,PROPN
YZ,2,PROPN
OZ,1,PROPN
enlarge,1,"ADJ, VERB"
Muller,1,PROPN
family,1,NOUN
Zealand,1,PROPN
receive,3,VERB
dollars).The,1,PROPN
Gavin,1,PROPN
volume,2,NOUN
5cm,2,PROPN
Translate,1,PROPN
cyclic,2,ADJ
theorem,2,NOUN
flat,1,NOUN
bungalow,1,NOUN
plane,2,NOUN
Trapezium,2,PROPN
theatre,1,NOUN
2each,1,ADJ
seat,1,NOUN
Stalls,1,PROPN
seat,1,NOUN
stalls.117,1,ADJ
seats?You,1,PROPN
flower,2,NOUN
bed,1,NOUN
soil,1,NOUN
bed,1,NOUN
meet,3,VERB
9cm,2,NOUN
harbour,1,NOUN
real,3,ADJ
coast,1,NOUN
ship,1,NOUN
sail,2,"NOUN, VERB"
cone,1,NOUN
transport,3,"NOUN, VERB"
lorry,2,NOUN
cab,2,NOUN
trailer,2,NOUN
90m3.Alfie,1,PROPN
model,8,"NOUN, VERB"
build,1,VERB
high,4,ADJ
relate,1,VERB
adc,1,NOUN
cut,4,VERB
purple,1,ADJ
Yan,1,PROPN
purple,2,ADJ
Theo,3,PROPN
18jame,3,NOUN
save,4,VERB
week,4,NOUN
Sundip,2,PROPN
5.Emma,2,PROPN
original,2,ADJ
sphere,2,NOUN
paper,2,NOUN
rotational,1,ADJ
pen,5,NOUN
packsof,1,PROPN
assume,1,VERB
move?circle,1,VERB
down,4,ADV
R.,3,PROPN
Square,2,PROPN
exterior,2,ADJ
prism,1,NOUN
Jay,3,PROPN
AED,1,PROPN
ABE,2,PROPN
8cm2.work,1,NOUN
railway,2,NOUN
rail,1,NOUN
O,1,PROPN
BCO,1,PROPN
AOC,1,PROPN
Deon,1,PROPN
biscuit,2,NOUN
juice,1,NOUN
café,1,NOUN
fill,2,VERB
bottle?you,1,NOUN
touch,1,VERB
rotate,1,"NOUN, VERB"
connect,1,VERB
reflect,1,VERB
Raya,1,PROPN
van,3,"NOUN, PROPN"
Saj,1,PROPN
Rose,2,PROPN
Pink,2,PROPN
Cherry,1,PROPN
Pinkred,1,PROPN
add,6,VERB
paint?you,1,NOUN
0).label,1,NOUN
scalar,1,ADJ
quantity,1,NOUN
onsuch,1,NOUN
mAngle,1,PROPN
Ava,1,PROPN
deliver,2,VERB
leaflet,1,NOUN
houses?give,1,"ADV, VERB"
ofmetre,1,NOUN
.Vase,1,PROPN
AQ,1,PROPN
PC,1,PROPN
shortcake,1,NOUN
Shortcakes,1,PROPN
make,1,VERB
butter200,1,PROPN
flour10,1,NOUN
cumulative,1,ADJ
5p,2,PROPN
3and,1,NOUN
ocd,1,NOUN
Mega,1,PROPN
Bathrooms,1,PROPN
Bathroom,1,PROPN
Mart,1,PROPN
BathroomsSale,1,PROPN
pricethen%,1,PROPN
Sale,1,PROPN
bathroom,1,NOUN
from?You,1,PROPN
Astrid,1,PROPN
Dane,1,PROPN
Oil,1,PROPN
charge,4,"NOUN, VERB"
Oil?You,1,PROPN
line?show,1,NOUN
1.5calculate,1,NOUN
chicken,1,NOUN
butter300,1,PROPN
chicken150,1,PROPN
cream,2,NOUN
onion,1,NOUN
stock,1,NOUN
Pieter,1,PROPN
currency,1,NOUN
change,2,VERB
rand,1,NOUN
currency,1,NOUN
rand,1,NOUN
rupee,2,NOUN
ratio,3,NOUN
waiting,1,NOUN
Hospital,2,PROPN
Kaz,2,PROPN
digital,1,ADJ
E,3,PROPN
F.,1,PROPN
route,3,"NOUN, VERB"
catch,1,VERB
tourist,3,NOUN
Rashid,2,PROPN
x.,2,NOUN
ADX,1,PROPN
BCX.Give,1,PROPN
Arjun,1,PROPN
Gretal,1,PROPN
7.In,1,PROPN
2019.Gretal,1,PROPN
2018.work,1,NOUN
cuboid,1,NOUN
cmB,1,PROPN
cmc,1,NOUN
B.Here,1,PROPN
gas,2,NOUN
cone.[the,1,ADJ
Cylinder,1,PROPN
congruent?circle,1,NOUN
William,1,PROPN
planetary,1,ADJ
Sun,2,PROPN
model,1,NOUN
planet,2,NOUN
Imran,1,PROPN
DCO,1,NOUN
millimetre,2,NOUN
kilometre,2,NOUN
-2,2,"NOUN, PROPN"
2).Label,1,PROPN
K.,1,PROPN
lira,1,NOUN
instead,2,ADV
Asif,1,PROPN
shoe,3,NOUN
PQS,1,PROPN
QRS,1,PROPN
dc,1,NOUN
3.C,1,PROPN
.show,1,ADV
.Mary,1,PROPN
double,2,VERB
steak,1,NOUN
Milo,1,PROPN
25cm,2,NOUN
Alvin,1,PROPN
open,1,ADJ
internal,1,ADJ
wide,3,ADJ
95cm,1,NOUN
short,3,ADJ
extend,1,VERB
proportionality,1,NOUN
match,2,VERB
graph,2,NOUN
tomato,2,NOUN
O.AC,1,PROPN
gain,2,VERB
Class,3,PROPN
X,2,PROPN
class,2,NOUN
y,1,NOUN
handed,3,ADJ
males.25,2,NOUN
table,3,NOUN
send,1,VERB
Weight,3,PROPN
Post,2,PROPN
60p,2,PROPN
Large,1,PROPN
101—250,1,PROPN
post,1,VERB
tick,2,VERB
calculate,1,VERB
rowing,2,NOUN
baby,2,NOUN
clinic,1,NOUN
opposite,2,"ADJ, NOUN"
truck,1,NOUN
panel,1,NOUN
panel,1,NOUN
m3.The,1,PROPN
tonne,1,NOUN
building,1,NOUN
motorbike,1,NOUN
bridge,1,NOUN
speed(s,1,VERB
national,1,ADJ
international,1,ADJ
runner,3,NOUN
runner,1,NOUN
comment,1,NOUN
compare,1,VERB
enter,1,VERB
Sumeet,3,PROPN
clean,3,VERB
pump,2,NOUN
level,2,NOUN
sit,2,VERB
handed?show,1,NOUN
wish,1,VERB
reliable,2,ADJ
engine,1,NOUN
correlation,1,NOUN
Ling,1,PROPN
predict,1,VERB
umbrella,1,NOUN
distance,3,NOUN
heat,1,VERB
Average,1,PROPN
temperature(,1,NOUN
unit,1,NOUN
limitation,1,NOUN
strength,1,NOUN
Estimate,4,PROPN
Distance,6,PROPN
trunk,1,NOUN
Ana,1,PROPN
offer,2,"NOUN, VERB"
VoucherSave,1,PROPN
youspend,1,VERB
approximately,3,ADV
voucher,2,NOUN
justify,1,VERB
plum,1,NOUN
apple,1,NOUN
32p,1,NOUN
Apples,1,PROPN
holiday,1,NOUN
earning,3,NOUN
Weekly,2,PROPN
bag,1,NOUN
label,1,VERB
sell,2,VERB
delivery,1,NOUN
driver,1,NOUN
delay,2,VERB
delivery,3,NOUN
shopping,2,NOUN
supermarket,4,NOUN
Walkden,1,PROPN
Reds,1,PROPN
basketball,2,NOUN
Jordan,1,PROPN
score,3,VERB
11th,1,ADJ
eat,1,VERB
rise,1,VERB
pine,1,"ADJ, NOUN"
weatherman,1,NOUN
temperature,1,NOUN
sunshine,1,NOUN
says?give,1,VERB
12the,1,ADJ
scoring,1,NOUN
ben?you,1,NOUN
Aisha,1,PROPN
average,2,ADJ
revise,1,VERB
achieve,1,VERB
spanish,2,ADJ
outlier,1,NOUN
Bhavna,1,PROPN
watch,1,VERB
tv,3,NOUN
mistake,1,NOUN
draw,2,VERB
shoe,2,NOUN
target?you,1,NOUN
check,1,VERB
discount,1,VERB
flight,4,NOUN
incomplete,2,ADJ
bird,1,NOUN
Paula,1,PROPN
Bird,1,PROPN
Magpie,1,PROPN
Thrush,1,PROPN
startling,1,NOUN
Sparrow,1,PROPN
chart,2,NOUN
median,1,NOUN
range,1,VERB
deliver,4,VERB
weigh,1,VERB
Kristina,1,PROPN
represent,1,VERB
Speed,4,PROPN
shortbread,1,"ADJ, NOUN"
Shortbread,1,PROPN
biscuitsmake,1,VERB
caster,1,NOUN
sugar180,1,PROPN
Tariq,1,PROPN
daily,1,ADJ
1.He,1,PROPN
absent,1,ADJ
carriage,1,NOUN
Jamil,2,PROPN
Iqrah,1,PROPN
family,1,NOUN
correct?state,1,NOUN
computer,1,NOUN
Quarter,1,PROPN
number,4,NOUN
ofcomputer,1,NOUN
silver,3,"ADJ, NOUN"
medal,2,"ADJ, NOUN"
cement,1,NOUN
sand,2,NOUN
stone,1,NOUN
bag(kg,1,NOUN
cost,1,NOUN
bag(£,1,NOUN
Cement,1,PROPN
Sand,1,PROPN
Stone,1,PROPN
wage,1,NOUN
task,2,NOUN
bedroom,1,NOUN
Liam,5,PROPN
lose,3,VERB
quickly,1,ADV
salary,3,NOUN
injury,1,NOUN
squad,1,NOUN
hockey,2,NOUN
join,2,VERB
Diyar,1,PROPN
blue,1,ADJ
2work,1,VERB
39the,1,NOUN
33the,1,ADJ
class,1,NOUN
onion,1,NOUN
grow,1,VERB
onion,1,NOUN
pickling,1,NOUN
market,1,NOUN
processing,1,NOUN
differ,1,VERB
summarise,3,VERB
attraction,2,NOUN
visit,1,VERB
seasonal,1,ADJ
variation,2,NOUN
health,1,NOUN
store,1,NOUN
marathon,3,NOUN
information,1,NOUN
30.For,1,PROPN
resultsthe,1,PROPN
Maths,2,PROPN
comparison,2,NOUN
foot,1,NOUN
Foot,1,PROPN
median?circle,1,ADJ
diagram,3,NOUN
tap,2,NOUN
off,1,ADV
turn,2,VERB
capacity,1,NOUN
wait,3,VERB
long,6,"ADJ, ADV"
call,1,NOUN
Bergdesh,1,PROPN
travel,1,VERB
passenger,1,NOUN
month,1,NOUN
Mar,1,PROPN
Apr,1,PROPN
Jun,1,PROPN
July,1,PROPN
Sep,1,PROPN
Oct,1,PROPN
Dec,1,PROPN
ofcustomer,2,NOUN
Office,2,PROPN
Hertford,1,PROPN
Juniors,1,PROPN
go,1,VERB
do,1,VERB
salary,1,NOUN
Salary,1,PROPN
frequency,1,NOUN
parcel,3,NOUN
apartment,1,NOUN
mobile,1,ADJ
plot,1,NOUN
Richard,1,PROPN
vary,1,VERB
fertiliser,2,NOUN
weigh,2,VERB
B.He,2,PROPN
give,1,VERB
A.He,1,PROPN
A.The,2,PROPN
watch,1,VERB
geometry,1,NOUN
Luis,1,PROPN
spread,2,"ADJ, VERB"
thegeometry,1,ADJ
call,1,NOUN
jigsaw,1,NOUN
Danil,1,PROPN
Gabriel,1,PROPN
Hadley,1,PROPN
postman,1,NOUN
Miles,1,PROPN
set,2,NOUN
8work,2,VERB
Amount,1,PROPN
predict,4,VERB
heating,2,NOUN
outside,1,ADJ
belt,1,NOUN
medium,1,ADJ
small,1,ADJ
manager,3,NOUN
tell,1,VERB
manager?you,1,NOUN
social,2,ADJ
medium,2,NOUN
min,2,"NOUN, VERB"
Midpoint,1,PROPN
annual,1,ADJ
p(£,1,NOUN
Cumulativefrequency,1,PROPN
theme,1,NOUN
wage,2,NOUN
trend,1,NOUN
arm,1,NOUN
Nadiya,1,PROPN
agree,2,VERB
watermelon,1,NOUN
kgWork,1,NOUN
Manuel,1,PROPN
collect,1,VERB
arrive,1,VERB
minute,1,NOUN
swimmer,1,NOUN
captain,1,NOUN
swimmer,1,NOUN
qualify,1,VERB
email,1,NOUN
handle,1,VERB
attend,1,VERB
Yusuf,1,PROPN
examination,1,NOUN
74the,1,ADJ
France,1,PROPN
wallet,1,NOUN
voter,1,NOUN
election,1,NOUN
vote,1,VERB
3Work,1,VERB
member,1,NOUN
fail,1,VERB
Sanders,1,PROPN
store,1,VERB
rainwater,1,NOUN
min,1,NOUN
Salaman,1,PROPN
mathematic,1,NOUN
ribbon,3,NOUN
bear,1,VERB
goal,1,NOUN
Henri,1,PROPN
summer,1,NOUN
polo,1,NOUN
Turkey,1,PROPN
Claudine,1,PROPN
Lower,2,PROPN
hUpper,1,PROPN
look,3,VERB
ofminutes,1,PROPN
ofstudent,1,NOUN
police,1,NOUN
vehicle,1,NOUN
ofvehicle,1,NOUN
Kim,2,PROPN
prediction,2,NOUN
french,2,ADJ
German,2,PROPN
keep,1,VERB
Minutes,1,PROPN
Least,2,"ADJ, PROPN"
upper,2,ADJ
Winter,1,PROPN
purchase,1,NOUN
website,2,NOUN
summarise,1,VERB
worker,2,NOUN
there,1,ADV
areworker,1,VERB
Charlotte,1,PROPN
grade,1,NOUN
gain,1,VERB
Karel,1,PROPN
namibian,1,ADJ
gluten,2,NOUN
free7,2,NOUN
free5,2,NOUN
naan,2,PROPN
bread,2,NOUN
free,2,ADJ
Meal,3,PROPN
Deal,3,PROPN
choose,4,VERB
deal,2,NOUN
totally,2,ADV
hepaid,1,PROPN
blueberry,1,NOUN
blueberry,1,NOUN
Josh,2,PROPN
circle?Tick,1,PROPN
units2,1,PROPN
school,1,NOUN
conference,3,NOUN
yesterday,1,NOUN
cleaner,1,NOUN
room,1,NOUN
today,1,NOUN
cleaner,1,NOUN
clean,1,ADJ
chicken,1,NOUN
duck,1,NOUN
9there,1,ADJ
Pavel,1,PROPN
Riza,1,PROPN
tray,3,NOUN
buy?you,1,NOUN
Daniel,2,PROPN
bake,1,VERB
vanilla,1,NOUN
banana,2,NOUN
relationship,1,NOUN
proportionality,1,NOUN
Marianne,1,PROPN
photo,1,NOUN
selling,1,NOUN
is€1,1,VERB
dressmaker,1,NOUN
charge,2,VERB
dress,2,NOUN
rupee,1,NOUN
Henry,2,PROPN
have,3,VERB
meter,2,NOUN
Water,3,PROPN
Meter,1,PROPN
91.22p,1,NOUN
cubie,2,NOUN
No,1,PROPN
determine,3,VERB
Joe,2,PROPN
Kyle,2,PROPN
Bag,1,PROPN
Sharon,1,PROPN
Red,2,PROPN
Yellow,2,PROPN
Sandra,1,PROPN
string,1,NOUN
Czech,1,PROPN
Republic,1,PROPN
koruna,1,"NOUN, PROPN"
note,1,NOUN
Aiko,1,PROPN
Max,2,PROPN
Pau,1,PROPN
yenmax,1,ADJ
win,3,VERB
complete?You,1,PROPN
ocean,1,NOUN
.at,1,ADJ
depth,1,NOUN
chocolate,2,NOUN
tin.45,1,ADJ
toffee,1,NOUN
middle,2,"ADJ, NOUN"
Hong,2,PROPN
Kong,2,PROPN
camera,1,NOUN
HK$3179.55In,1,PROPN
HK$12.30,1,PROPN
repayment,2,NOUN
6400.katie,2,NOUN
Andreas,1,PROPN
Isla,1,PROPN
Paulo,1,PROPN
video,1,NOUN
learn,1,VERB
hang,1,VERB
Babajan,1,PROPN
breakfast,1,NOUN
cereal,2,NOUN
nuts,1,ADJ
raisin,1,NOUN
oats,1,NOUN
intensity,1,NOUN
sound,2,"NOUN, VERB"
watt,1,NOUN
loudspeaker,1,NOUN
pensand,1,NOUN
Kiaria,1,PROPN
Marian,1,PROPN
cakes?you,1,NOUN
Talil,1,PROPN
cement85,1,NOUN
sand100,1,PROPN
George,2,PROPN
sample,1,VERB
style,1,NOUN
Style,1,PROPN
Laced,1,PROPN
boot,1,NOUN
sandal,1,NOUN
Trainers,1,PROPN
survey,5,NOUN
sandal,1,NOUN
buy?write,1,VERB
halve,1,VERB
speed?Circle,1,PROPN
Robert,2,PROPN
butter1000,1,PROPN
5there,1,NOUN
Tara,1,PROPN
locomotive,1,NOUN
Margaret,2,PROPN
England,2,PROPN
UK,3,PROPN
USA,1,PROPN
litres£1,1,PROPN
dollarswas,1,NOUN
female.1295,1,ADJ
Thor,1,PROPN
icelandic,1,ADJ
Krona,1,PROPN
krona,1,NOUN
potato,1,NOUN
Brendon,1,PROPN
Julie,2,PROPN
party?Tick,1,PROPN
Sheila,1,PROPN
rotation,1,NOUN
clockwise,2,"ADJ, NOUN"
reflection,1,NOUN
geometrically,1,ADV
b2,1,NOUN
Veale,1,PROPN
2017Give,1,PROPN
Kay,1,PROPN
Neil,2,PROPN
r%,1,NOUN
simple,1,ADJ
r.,1,NOUN
Izzy,1,PROPN
finish,1,VERB
horse,1,NOUN
8)point,1,NOUN
mirror,1,NOUN
6x,1,NOUN
r,1,NOUN
increase,1,VERB
gannet,1,ADJ
university,1,NOUN
Louis,1,PROPN
investigate,1,VERB
flask,1,NOUN
a.the,1,NOUN
440p.4,2,PROPN
470p,2,NOUN
intersection,1,NOUN
grid,1,NOUN
Debbie,2,PROPN
Ian,2,PROPN
starting,2,NOUN
Redlands,1,PROPN
School,1,PROPN
revision,1,NOUN
St,1,PROPN
Samuel,1,PROPN
Francis,1,PROPN
Long,1,PROPN
Kalinda,1,PROPN
currant,1,ADJ
bun,1,NOUN
ice,1,VERB
start,1,VERB
reach,1,VERB
s.,2,PROPN
slow,1,VERB
hit,1,VERB
stop,2,VERB
never,1,ADV
student,1,NOUN
Student,1,PROPN
state,1,VERB
surd,3,"NOUN, PROPN"
Michael,1,PROPN
Alison,1,PROPN
substitute,1,VERB
factorise,1,VERB
f(10,1,NOUN
f(5,1,PROPN
below,1,ADV
define,1,VERB
perfect,1,ADJ
olympic,1,ADJ
medallist,1,NOUN
Usain,1,PROPN
Bhavara,1,PROPN
Ceris,1,PROPN
young,2,ADJ
36)Point,1,PROPN
7).Point,1,PROPN
thetown,1,VERB
hall?Give,1,PROPN
Aandpasses,1,PROPN
continue,2,VERB
G.,1,PROPN
7x,1,PROPN
travelled?give,1,ADJ
heater,1,NOUN
strip,2,NOUN
cyclist,1,NOUN
gf,1,PROPN
-0.5,1,PROPN
-1.625,1,PROPN
identify,1,VERB
criticism,1,NOUN
bound,2,VERB
company,1,NOUN
penny,1,NOUN
kwh,1,NOUN
steeper?Explain,1,PROPN
steep,1,ADJ
claim,1,VERB
accelerate,1,VERB
mile,1,NOUN
water,3,NOUN
pour,1,VERB
minute?circle,1,VERB
visit,1,VERB
originally,3,ADV
vehicle,1,NOUN
left,1,ADJ
fall,1,VERB
800.find,1,VERB
return,1,VERB
map,2,VERB
medicine,1,NOUN
dose,1,NOUN
cm.is,1,PROPN
Nuri,1,PROPN
m/s,1,PROPN
8)is,1,ADJ
gradient,1,NOUN
4).Point,1,PROPN
far,1,ADV
in,1,ADV
ride,1,NOUN
Martina,1,PROPN
Correct,1,PROPN
subtract,1,VERB
-5,2,"NOUN, PROPN"
Bradley,1,PROPN
description,1,NOUN
Description,1,PROPN
trigonometrical,1,ADJ
Karol,1,PROPN
label,2,VERB
double,1,NOUN
region?Tick,1,PROPN
empty,1,VERB
depth,1,NOUN
motorbike,1,NOUN
complete,1,VERB
last,1,VERB
Leo,1,PROPN
molly,2,"ADJ, ADV"
workeda,1,NOUN
Amina,1,PROPN
deliver,3,VERB
fix,2,VERB
9.give,1,ADJ
gannet,1,NOUN
island,1,NOUN
follow,2,VERB
n,1,NOUN
thousands.x,1,NOUN
Composite,1,PROPN
container?circle,1,NOUN
visit,1,VERB
funfair,1,NOUN
child,1,NOUN
bicycle,1,NOUN
hFrom,1,PROPN
further,1,ADJ
APO,1,PROPN
region,1,NOUN
Faisal,1,PROPN
12).work,1,VERB
2a,1,NOUN
function,1,NOUN
correct?Explain,1,VERB
route,1,NOUN
Y.One,1,PROPN
milesroute,1,NOUN
cool,1,VERB
jump,1,VERB
Function,1,PROPN
Tenzin,1,PROPN
code,3,NOUN
Digits,1,PROPN
code,2,NOUN
depend,1,VERB
goat,1,NOUN
produce,1,VERB
Rosie,1,PROPN
notice,1,NOUN
magazine,1,NOUN
depreciate,2,VERB
by,1,ADV
rationalise,1,VERB
foot,1,NOUN
buzzer,1,NOUN
sound,1,VERB
bell,1,NOUN
Mel,3,PROPN
IO,1,PROPN
reduction,1,NOUN
increase,1,VERB
watch,3,"NOUN, VERB"
season,1,NOUN
425or,1,PROPN
separate,1,ADJ
wear,1,VERB
pencil,2,NOUN
pen,3,NOUN
musical,1,ADJ
instrument,1,NOUN
Mercury,1,PROPN
expected,1,ADJ
future,1,ADJ
Seapron,1,PROPN
United,1,PROPN
overall,1,ADJ
Viv,1,PROPN
form?circle,1,NOUN
Naoby,1,PROPN
Mills,1,PROPN
treat,1,NOUN
cat,1,NOUN
Fluff,1,PROPN
Tigger,1,PROPN
Miriam,1,PROPN
birth,1,NOUN
bus,1,NOUN
Barton,1,PROPN
paint,1,VERB
sandwich,1,NOUN
snack,1,NOUN
snack,1,NOUN
Sydney,1,PROPN
Australia,1,PROPN
railticket,1,NOUN
Cheaptrains,1,PROPN
website,1,NOUN
credit,1,NOUN
booking,1,NOUN
fee,1,NOUN
Nadia,1,PROPN
Railtickets,1,PROPN
cheaptrain,1,NOUN
laptop,1,NOUN
laptop10,1,NOUN
ocean,1,NOUN
Surface,1,PROPN
insquare,1,ADJ
Indian,1,PROPN
Southern,1,PROPN
Atlantic,1,PROPN
timetable,1,NOUN
timetable,1,VERB
Jamal,1,PROPN
d.,1,PROPN
h?You,1,VERB
Edith,1,PROPN
safely,1,ADV
sack,1,NOUN
America,1,PROPN
Planet,1,PROPN
Uranus,1,PROPN
Mitul,1,PROPN
content,1,NOUN
sure,1,ADJ
PredictionFor,1,PROPN
Teresa,1,PROPN
clock,1,NOUN
chime,1,VERB
light,1,"ADJ, NOUN"
chime,1,NOUN
together?Show,1,PROPN
uranium,1,NOUN
atom,1,NOUN
atom,1,NOUN
main,1,NOUN
Lottie,1,PROPN
sheet,2,NOUN
thick,1,ADJ
sheet,2,NOUN
printer,1,NOUN
paper?you,1,NOUN
bounce,1,VERB
quarter,1,NOUN
television,1,NOUN
spending,2,NOUN
Item,1,PROPN
percentage,1,NOUN
next,1,ADJ
rise,1,VERB
slab,1,NOUN
patio?you,1,NOUN
write,1,VERB
Competitiona,1,PROPN
prize,2,NOUN
known,1,ADJ
star,1,NOUN
.He,1,PROPN
millimetre,1,NOUN
attendance,1,NOUN
Present,1,PROPN
Absent,1,PROPN
present,1,"ADJ, VERB"
Toby,1,PROPN
invest,1,VERB
Watkins,1,PROPN
central,1,ADJ
already,1,ADV
repetition,1,NOUN
sausage,1,NOUN
Wenford,1,PROPN
2014give,1,NOUN
microwave,1,NOUN
oven,1,NOUN
oven,1,NOUN
P.The,1,PROPN
leak,1,NOUN
Vt,1,PROPN
Vo,1,PROPN
+1,1,NOUN
kVt,1,NOUN
Newtons,1,PROPN
apply,1,VERB
Jerry,1,PROPN
loss,1,NOUN
league,1,NOUN
eastbound,1,ADJ
westbound,1,ADJ
method,1,NOUN
code,1,NOUN
Method,1,PROPN
codes?you,1,NOUN
grey,1,ADJ
Vlad,1,PROPN
landing,1,NOUN
Lijuan,1,PROPN
dollar,1,NOUN
microwave,1,NOUN
60.She,1,NOUN
repair,1,NOUN
redelivery,1,NOUN
order,1,"NOUN, VERB"
show,1,VERB
expect,1,VERB
income,1,NOUN
